treść,NAZWA_Sekcji,ID SekcjI (stała),id sekcji nadrzędnej (Stała),ID_TAB,data SFCR,wersja SFCR,numer zakładu w systemie UKNF (kod zakładu)
"Kontrole na poziomie Spółki (ELC) stanowią działania kontrolne, których przeprowadzenie ma 
istotne znaczenie dla skuteczności działania Towarzystwa i jego kontroli na poziomie procesu. 
Kontrole te stanowią szczególnie ważny element Systemu Kontroli Wewnętrznej – ich wszelkie 
słabości mogą mieć znaczący wpływ na skuteczność tego systemu. 
 
Efektywność działania kontroli ELC jest regularnie oceniana przez funkcję audytu wewnętrznego i 
obejmuje działania następcze w celu zapewnienia odpowiedniego i terminowego rozwiązania 
wszelkich zidentyfikowanych niedociągnięć w zakresie kontroli.",B.4.4 Kontrole na poziomie spółki (ELC) ,66,12,2,2023,1,259400IBCICD0KY7ZW46
"W celu zidentyfikowania i ograniczenia ryzyka wystąpienia istotnych błędów w Sprawozdaniu o 
wypłacalności 
i 
kondycji 
finansowej 
Towarzystwa, 
Spółka 
wdrożyła 
kontrolę 
nad 
sprawozdawczością finansową w oparciu o proces Zintegrowanego systemu zarządzania ryzykiem 
i kontrolą (IRCS). System kontroli podlega regularnym przeglądom i aktualizacji. Kontrole mają na 
celu pokrycie wszystkich istotnych elementów sprawozdawczości finansowej, w tym: 
• 
procesy związane z raportowaniem finansowym, 
• 
polityki, procedury i kontrole niezbędne do rzetelnego przygotowania Sprawozdania o 
wypłacalności i kondycji finansowej, 
• 
prowadzenie szczegółowej dokumentacji, 
• 
zapobieganie i wykrywanie nieupoważnionych transakcji, 
• 
niezbędne zaangażowanie kadry zarządzającej w system kontroli.",B.4.5 Zintegrowany system zarządzania ryzykiem i kontrolą (IRCS)  ,67,12,2,2023,1,259400IBCICD0KY7ZW46
"Podobnie jak w przypadku sprawozdawczości finansowej Towarzystwa, w ramach procesu IRCS, 
wdrożyła kontrole w procesie obliczania i agregowania kapitałowego wymogu wypłacalności z 
uwagi na fakt, że obliczenia kapitałowego wymogu wypłacalności w Spółce uwzględniają czynniki 
ekonomiczne, które nie są w pełni uwzględnione w wynikach księgowych",B.4.6 Kontrole w procesie kalkulacji kapitałowego wymogu wypłacalności  ,68,12,2,2023,1,259400IBCICD0KY7ZW46
"Stosowane przez Towarzystwo zasady rachunkowości dotyczące klasyfikacji zdarzeń, wyceny 
składników majątku i ustalania wyniku finansowego zapisane są w Polityce Rachunkowości 
przyjętej uchwałą Zarządu.  
TUiR Allianz Polska S. A. 
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2022 r. 
 
55 
 
Dokładność, kompletność i zgodność danych w księgach rachunkowych oraz poprawność 
przygotowanego na ich podstawie Sprawozdania o Wypłacalności i Kondycji Finansowej 
zapewnione jest przez zorganizowany system kontroli wewnętrznej. 
Odpowiedzialność za kompletność, dokładność i wiarygodność sprawozdawczości finansowej 
spoczywa na Zarządzie Spółki.",B.4.7 System rachunkowości  ,69,12,2,2023,1,259400IBCICD0KY7ZW46
"Na potrzeby tworzenia bilansu ekonomicznego Towarzystwo prowadzi odrębną księgę 
rachunkową. Wprowadzanie danych do księgi następuje z użyciem opracowanych metod 
księgowania w oparciu o zaimplementowane rozwiązania informatyczne. 
Zasady księgowe dotyczące klasyfikacji zdarzeń, wyceny i ujawnień opisane są w Zasadach 
wyceny aktywów i zobowiązań na potrzeby Wypłacalności II. 
Dokładność, kompletność i zgodność danych w księgach rachunkowych oraz poprawność 
przygotowanego na ich podstawie bilansu ekonomicznego zapewnione jest poprzez odpowiednio 
zaprojektowany i funkcjonujący system kontroli wewnętrznej.",B.4.8 Bilans ekonomiczny i środki własne  ,70,12,2,2023,1,259400IBCICD0KY7ZW46
Funkcja audytu wewnętrznego,B.5 Funkcja audytu wewnętrznego,13,8,2,2023,1,259400IBCICD0KY7ZW46
"Funkcja audytu wewnętrznego jest obiektywna i niezależna od funkcji operacyjnych. Departament 
Audytu Wewnętrznego: 
• 
umiejscowiony jest w strukturze organizacyjnej w taki sposób, aby zapewnić niezależność od 
innych jednostek organizacyjnych (z pierwszej i drugiej linii obrony) – wymagana niezależność 
oznacza brak możliwości wywierania wpływu na Audyt Wewnętrzny w kwestiach raportowania, 
ustalania celów, wynagrodzenia lub w innych obszarach jego działalności; 
• 
raportuje bezpośrednio do Prezesa Zarządu; 
• 
unika konfliktu interesów. 
 
Audyt wewnętrzny ma prawo dokonywać oceny i wydawać rekomendacje, ale nie może i nie 
podejmuje decyzji biznesowych. 
W celu zapewnienia niezależności funkcji audytu wewnętrznego powołanie oraz odwołanie osoby 
pełniącej kluczową funkcję – zajmującej stanowisko Dyrektora Departamentu Audytu 
Wewnętrznego, wymaga zgody Komitetu Audytu. Komitetowi Audytu przekazuje się do 
zatwierdzenia wysokość (zmianę wysokości) wynagrodzenia Dyrektora Departamentu Audytu 
Wewnętrznego. 
Dyrektor Departamentu Audytu Wewnętrznego raportuje bezpośrednio do Prezesa Zarządu oraz 
Komitetu Audytu, jak również w razie zaistnienia uzasadnionej potrzeby, związanej w 
szczególności z wytycznymi Organu Nadzoru, do Rady Nadzorczej.  
Dyrektor Departamentu Audytu Wewnętrznego ma zapewniony regularny, bezpośredni dostęp i 
możliwość spotkań z Prezesem Zarządu, Przewodniczącym Komitetu Audytu oraz Komitetem 
Audytu.",B.5.1 Niezależność funkcji audytu wewnętrznego  ,71,13,2,2023,1,259400IBCICD0KY7ZW46
Funkcja aktuarialna,B.6 Funkcja aktuarialna,14,8,2,2023,1,259400IBCICD0KY7ZW46
Outsourcing,B.7 Outsourcing,15,8,2,2023,1,259400IBCICD0KY7ZW46
Wszelkie inne informacje,B.8 Wszelkie inne informacje,16,8,2,2023,1,259400IBCICD0KY7ZW46
Profil ryzyka,C. Profil ryzyka,17,17,2,2023,1,259400IBCICD0KY7ZW46
Ryzyko aktuarialne,C.1 Ryzyko aktuarialne,18,17,2,2023,1,259400IBCICD0KY7ZW46
"życie  
Portfel ubezpieczeń majątkowych i zdrowotnych jest narażony na ryzyko składki, które dotyczy 
części biznesu zarabiającego się lub przychodzącego w najbliższym roku. Portfel ten jest też 
narażony na ryzyko rezerw, które dotyczy szkód mających miejsce przed datą bilansową. Ponadto 
Spółka wyróżnia ryzyko związane z rezygnacjami z umów ubezpieczenia. 
 
Towarzystwo nie transferuje żadnego istotnego ryzyka aktuarialnego do podmiotów specjalnego 
przeznaczenia. Ponadto Spółka nie posiada żadnej istotnej ekspozycji z tytułu pozycji 
pozabilansowych. 
W ramach działalności w ubezpieczeniach innych niż ubezpieczenia na życie Spółka otrzymuje od 
swoich klientów składkę, a w zamian zapewnia im ochronę ubezpieczeniową. Zyskowność jest 
mierzona poprzez współczynnik szkodowości oraz jego fluktuacje w czasie. Prowadząc działalność 
ubezpieczeniową Spółka godzi się z potencjalnym ryzykiem, iż jej wynik ubezpieczeniowy będzie 
niższy, niż oczekiwany. Zmienność wyniku ubezpieczeniowego w horyzoncie jednego roku jest 
definiowana jako ryzyko składki. 
W ramach ryzyka składki Spółka rozróżnia ryzyko katastroficzne oraz ryzyko niekatastroficzne. 
Ryzyka te są aktywnie zarządzane przez Towarzystwo. Ocena ryzyk w ramach procesu 
underwritingu jest kluczowym elementem całej struktury zarządzania ryzykiem. Spółka posiada 
jasno zdefiniowane limity underwritingowe oraz listę ryzyk niechcianych.  
 
 
TUiR Allianz Polska S. A. 
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2022 r. 
 
63 
 
Ograniczanie ryzyka 
Spółka zaimplementowała projekt kalkulacji składki technicznej (czyli teoretycznej składki 
niezbędnej do pokrycia przyszłych szkód, kosztów oraz zapewnienia oczekiwanego zwrotu z 
kapitału) oraz ciągłego monitoringu jej relacji do składki komercyjnej. Poszczególne linie biznesu 
są przedmiotem analizy i dyskusji podczas dedykowanych, cyklicznych (miesięcznych i 
kwartalnych) spotkań dotyczących danej grupy ubezpieczeń (jak ubezpieczenia pojazdów, czy 
ubezpieczenia korporacyjne). Analiza dokonywana jest osobno na poszczególne składowe składki 
(jak koszty, czy odszkodowania) oraz w większej granulacji, niż linie biznesu używane do 
raportowania (np. z podziałem na kanał sprzedaży). Jeśli w trakcie spotkania zostanie 
zidentyfikowana kwestia dotycząca zyskowności danego produktu, to jest ona od razu 
adresowana. Cyklicznie, 2 razy w roku, organizowane są także spotkania „Portfolio Days” podczas 
których dokonywany jest kompleksowy przegląd całego portfela, analiza strategicznego kierunku, 
ocena efektywności wdrażanych rozwiązań pod kątem rentowności i wzrostu, oraz identyfikacja 
portfeli wymagających interwencji w związku z pogarszającymi się wynikami. Dodatkowo kwestia 
zyskowności i rozwoju produktów jest dyskutowana podczas dialogu strategicznego oraz dialogu 
planistycznego.  
Nadmiarowe ryzyka przyjęte do ubezpieczenia są mitygowane przy użyciu umów reasekuracji w 
celu ograniczenia ekspozycji na ryzyko. 
Katastrofy naturalne, takie jak powódź, grad czy wichury stanowią istotne wyzwanie i są 
przedmiotem działań zarządzania ryzykiem ze względu na możliwość kumulacji szkód oraz 
zmienność w częstości ich występowania. Aby ryzyko tych katastrof było dokładniej mierzone 
Spółka używa specjalnych technik do jego modelowania, w których łączymy ekspozycję na portfelu 
(charakterystyka i rozkład geograficzny ubezpieczonego mienia oraz jego wartość) z 
symulowanymi scenariuszami katastrof. Takie podejście pozwala Spółce estymować wielkość oraz 
częstość potencjalnych szkód. W przypadku innych ryzyk, dla których nie jest stosowany model 
stochastyczny, w celu estymacji potencjalnej szkody używane jest podejście scenariuszowe 
(deterministyczne). 
Spółka posiada odpowiednie limity zarówno na ryzyko katastrof naturalnych, jak i na ryzyko 
katastrof spowodowanych przez człowieka. 
Koncentracja ryzyka 
Największym ryzykiem wśród katastrof naturalnych dla Towarzystwa jest ryzyko powodzi, a wśród 
katastrof spowodowanych przez człowieka jest ryzyko pożaru. Ponadto Spółka identyfikuje 
koncentrację w ryzyku składki w ubezpieczeniach z tytułu AC oraz OC komunikacyjnego (3 i 10 
grupa ustawowa), dla których udział w składce zarobionej brutto za 2022 wyniósł 55%.  
Towarzystwo szacuje i trzyma rezerwy na szkody z przeszłych zdarzeń, które nie zostały jeszcze 
zamknięte (rezerwy szkodowe). Jeśli oszacowane rezerwy szkodowe nie są wystarczające, aby 
pokryć przyszłe wypłaty z tych zdarzeń z powodu nieoczekiwanych zmian w ich rozwoju, to Spółka 
osiągnęłaby stratę. Zmienność w rozwoju przeszłych szkód mierzona w horyzoncie jednego roku 
definiuje ryzyko rezerw Spółki. 
Ograniczanie ryzyka 
Spółka na poziomie poszczególnych linii biznesu w sposób ciągły monitoruje rozwój rezerw 
szkodowych. Rezerwy liczone są dla jednorodnych grup ryzyk, w podziałach o wiele niższych i 
bardziej granularnych, niż wynikające z grup ubezpieczeniowych dla portfela TUiR Allianz Polska 
S.A. (bez portfela przejętego z Aviva TUO S.A.) oraz w podziałach produktowych skupiających 
różne grupy ubezpieczeniowe dla portfela przejętego z Aviva TUO S.A., ale w obu przypadkach w 
podziałach niższych niż zadane przez Dyrektywę Wypłacalność II, co umożliwia lepsze 
zrozumienie ryzyka i odpowiednie dostosowanie modeli. Spółka ma efektywne programy 
reasekuracyjne, co ogranicza negatywny wpływ ewentualnych zmian na szkodach, w 
szczególności tych największych. Ponadto w Spółce jest bieżący przepływ informacji pomiędzy 
departamentami pozwalający zrozumieć zmiany w obrębie produktów, środowisku zewnętrznym 
(wymogi prawne i regulacyjne, praktyki rynkowe) i odpowiednio dostosować parametry/modele tak, 
aby uwzględniały wpływ wprowadzanych zmian. W trakcie procesu połączenia portfeli zadbano 
TUiR Allianz Polska S. A. 
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2022 r. 
 
64 
 
również o zachowanie przepływu informacji pomiędzy departamentami oraz pracownikami z obu 
łączonych Spółek. 
Rezerwy techniczno-ubezpieczeniowe i kluczowe parametry będące podstawą wyznaczenia 
rezerw podlegają szeregowi przeglądów: 
• 
Przegląd wyliczenia wartości rezerw szkodowych w ramach tzw. procesu peer review 
wykonywany przez pracowników Departamentu Aktuarialnego oraz konsultacje z 
ekspertami w razie zaistnienia takiej potrzeby; 
• 
Prezentacja i omówienie kluczowych zmian w zakresie wartości rezerw szkodowych 
podczas Komitetu Rezerw, w którego skład wchodzą menadżerowie Departamentów 
Produktowych, Taryfikacji, Reasekuracji, Kontrolingu, Likwidacji Szkód; 
• 
Niezależny wewnętrzny przegląd w ramach kompetencji Funkcji Audytu Wewnętrznego; 
• 
Przeglądy zewnętrzne w tym m.in. roczne badanie sprawozdań finansowych Spółki oraz 
cykliczne 
przeglądy 
rezerw 
techniczno-ubezpieczeniowych 
przez 
niezależnych 
pracowników Grupy Allianz lub kontrole dokonywane przez UKNF. 
Ponadto, Spółka posiada szereg kontroli w zakresie danych wykorzystywanych w procesie 
wyznaczania rezerw techniczno-ubezpieczeniowych w ramach procesu IRCS (Zintegrowany 
system zarzadzania kontrolami i ryzykiem). Proces ten podlega corocznemu przeglądowi w celu 
dostosowania go do ewentualnych nowo zidentyfikowanych ryzyk. 
Koncentracja ryzyka 
W rezerwach szkodowych Towarzystwo ma największą koncentrację w rezerwach z ubezpieczeń 
OC komunikacyjnego (10 grupa ustawowa). Rezerwy te stanowią blisko 50% rezerw szkodowych 
netto i są głównym czynnikiem wpływającym na ryzyko rezerw. W pozostałych liniach biznesu 
Spółka nie posiada istotnej koncentracji w rezerwach szkodowych. 
Ryzyko rezygnacji utożsamiane jest przez Spółkę z ryzykiem straty lub niekorzystnej zmiany 
wartości zobowiązań ubezpieczeniowych, wynikającej ze zmian w poziomie współczynników 
rezygnacji z umów, zamykania, odnawiania i wykupów polis lub zmienności tych współczynników.  
Koncentracja ryzyka 
Spółka identyfikuje koncentrację w ryzyku rezygnacji z umów w ubezpieczeniach z tytułu AC oraz 
OC komunikacyjnego (3 i 10 grupa ustawowa), dla których udział w składce zarobionej brutto za 
2022 wyniósł 55%.  
Ograniczanie ryzyka 
Wartości odnowień i rezygnacji z umów są monitorowane w sposób ciągły na regularnych 
spotkaniach dotyczących odpowiednich segmentów produktów. Ponadto zarządzanie tym 
ryzykiem jest elementem dialogu strategicznego oraz planistycznego.",C.1.1 .Ryzyko aktuarialne w ubezpieczeniach innych niż ubezpieczenia na ,72,18,2,2023,1,259400IBCICD0KY7ZW46
"Na ryzyko aktuarialne w rezerwach na skapitalizowaną wartość rent składa się ryzyko 
długowieczności, ryzyko kosztów oraz ryzyko rewizji wysokości rent. Ryzyko długowieczności 
wiąże się z ryzykiem, iż w wyniku zmian w poziomie współczynnika umieralności, rezerwy na 
pokrycie świadczeń rentowych mogą okazać się niewystarczające. Ryzyko kosztów oraz ryzyko 
rewizji wysokości rent wiąże się ze stratą lub niekorzystną zmianą w wartości zobowiązań 
ubezpieczeniowych w wyniku odpowiednio: zmiany w poziomie wydatków lub poziomie 
współczynników korygujących w rezerwach na zobowiązania rentowe. 
Ryzyka te są mierzone przy użyciu formuły standardowej i modułu ryzyka aktuarialnego w 
ubezpieczeniach na życie. 
Ograniczanie ryzyka 
Spółka monitoruje rozwój rezerw na skapitalizowaną wartość rent. Testowane są alternatywne 
warianty modeli i stosowanych metod. Spółka analizuje wrażliwość poziomu rezerw na zmianę 
wybranych kluczowych parametrów. Założenia będące podstawą kalkulacji rezerw podlegają 
TUiR Allianz Polska S. A. 
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2022 r. 
 
65 
 
przeglądowi i w razie potrzeby aktualizacji co najmniej raz w roku. W trakcie 2022 roku ze względu 
na połączenie portfeli zostało dokonane ujednolicenie założeń oraz modeli wyliczania rezerwy na 
skapitalizowaną wartość rent. W Spółce ma miejsce bieżący przepływ informacji pomiędzy 
departamentami pozwalający zrozumieć zmiany w obrębie produktów, środowisku zewnętrznym 
(wymogi prawne i regulacyjne, praktyki rynkowe czy sytuacja ekonomiczna) i odpowiednio 
dostosować parametry/modele tak, aby uwzględniały wpływ obserwowanych zmian. Szczególną 
rolę w tym zakresie pełni Departament Likwidacji Szkód, który w sposób ciągły czuwa nad 
przebiegiem procesu likwidacji i podejmuje inicjatywy mające na celu mitygację ryzyka związanego 
z niepewnością wartości przyszłych wypłat wpływających na wielkość rezerw na skapitalizowaną 
wartość rent dla Spółki. Dodatkowo, Funkcja Aktuarialna jest członkiem Komitetu Inwestycyjnego 
oraz uczestniczy w dyskusjach dotyczących strategicznej alokacji aktywów pokrywających rezerwy 
rentowe, co pozwala na czas podejmować decyzje dotyczące zmian stosowanych stóp dyskonta 
w danych rezerwach. 
Koncentracja ryzyka 
Ze względu na dobrą dywersyfikację portfela rent Spółka nie posiada koncentracji danego ryzyka 
w tym segmencie. 
Towarzystwo nie transferuje żadnego istotnego ryzyka aktuarialnego w ubezpieczeniach na życie 
do podmiotów specjalnego przeznaczenia. Ponadto Spółka nie posiada żadnej istotnej ekspozycji 
z tytułu pozycji pozabilansowych.",C.1.2 Ryzyko aktuarialne w ubezpieczeniach na życie  ,73,18,2,2023,1,259400IBCICD0KY7ZW46
"Technikami mitygacji ryzyka używanymi w TUiR Allianz Polska S.A. są umowy reasekuracji biernej. 
Zapewniają one Spółce ochronę przed zdarzeniami katastroficznymi spowodowanymi przez siły 
natury, jak i ochronę przed pojedynczymi dużymi szkodami spowodowanymi przez działania 
człowieka.  
Ochrona reasekuracyjna dla portfeli majątkowego, OC ogólnego, OC komunikacyjnego, 
ubezpieczeń transportowych, oraz ubezpieczeń wypadkowych i kosztów medycznych jest 
realizowana za pośrednictwem umów nieproporcjonalnych . Linie finansowe są chronione na bazie 
umów proporcjonalnych. W przypadku dedykowanej ochrony przed katastrofami naturalnymi 
mamy do czynienia z umową nieproporcjonalną. W razie wystąpienia zdarzenia objętego umową 
nieproporcjonalną ochrona reasekuracyjna jest odnawiana z zastrzeżeniem ilości wznowień. Z 
kolei dla umów proporcjonalnych nie ma ograniczenia ilości zdarzeń.  
Umowy reasekuracji są zawierane z reasekuratorami wybieranymi w restrykcyjny sposób przy 
uwzględnieniu wysokiego poziomu ich kondycji finansowej. Jest to zapewnione poprzez 
stosowanie lokalnych i grupowych regulacji w tym zakresie. Spółka posiada aktualny rejestr 
zawartych umów reasekuracji biernej. Umowy reasekuracji są zawierane tylko ze spółkami 
ubezpieczeniowymi lub reasekuracyjnymi prowadzącymi działalność w ramach Europejskiego 
Obszaru Gospodarczego oraz z podmiotami prowadzącymi działalność w Szwajcarii. Spółka nie 
zawiera umów reasekuracji ograniczonej. Skutki zastosowanych umów reasekuracji nie są 
podwójnie uwzględniane w środkach własnych oraz w wyliczeniach kapitałowego wymogu 
wypłacalności. 
Nabycie umów reasekuracji biernej wiąże się z kosztem dla TUiR Allianz Polska S.A. W 
konsekwencji w latach, w których szkodowość realizuje się w sposób zbliżony do średniej/planów 
(lub jest niższa) umowy reasekuracji wpływają negatywnie na wynik ubezpieczeniowy. Spółka 
zawiera umowy reasekuracji biernej w celu ochrony przed nadzwyczajnymi dużymi szkodami oraz 
w celu poprawy wyniku ubezpieczeniowego w latach, w których szkodowość rozwinie się w 
niekorzystny sposób. Celem jest poprawa wyniku ubezpieczeniowego w latach niekorzystnego 
rozwoju szkodowości, który zdarza się nie częściej, niż 1 na 10 lat aż do takiego, który zdarza się 
nawet rzadziej, niż 1 na 200 lat. 
W 2022 roku koszt reasekuracji obniżył wynik ubezpieczeniowy Spółki o 149,2 mln zł. 
Stosowane techniki ograniczania ryzyka aktuarialnego są monitorowane w zakresie ciągłej ich 
skuteczności. Odbywa się to przede wszystkim poprzez: stałe monitorowanie struktury i wielkości 
TUiR Allianz Polska S. A. 
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2022 r. 
 
66 
 
wymogu kapitałowego SCR, w tym jego części związanej z ryzykiem aktuarialnym, i w 
konsekwencji prowadzenia działalności zgodnie z przyjętym apetytem na ryzyko. Monitorowany 
wymóg SCR, w tym dla poszczególnych typów ryzyka, obliczany jest kwartalnie. W ramach 
monitorowania uwzględnia się szczególnie wpływ reasekuracji i związanych z nią ryzyk. 
Dodatkowo na bazie ciągłej odbywa się monitorowanie zdarzeń operacyjnych (które mogą 
prowadzić do wystąpienia różnych typów ryzyka), oraz mitygacji, rozwoju i pojawiania się nowych 
istotnych zagrożeń i ryzyk kluczowych, które są raportowane kwartalnie.",C.1.3 Techniki mitygacji ryzyka  ,74,18,2,2023,1,259400IBCICD0KY7ZW46
"Portfel Spółki w części pochodzącej z byłej spółki Aviva TUO S.A. został objęty standardami i 
metodyką Grupy Allianz w zakresie środków zastosowanych w celu oceny ryzyka aktuarialnego. 
W okresie sprawozdawczym nie było innych istotnych zmian w środkach zastosowanych w celu 
oceny ryzyka aktuarialnego w Spółce. 
Nastąpił spadek ryzyka aktuarialnego w ubezpieczeniach na życie (renty). Spowodowane to było 
zmianą wzorca przepływów pieniężnych (dłuższa duracja), oraz wzrostem poziomu stóp wolnych 
od ryzyka - oba te efekty zwiększały efekt dyskonta rezerw rentowych i jednocześnie obniżały 
wielkość szoków. 
Nastąpił wzrost ryzyka rezygnacji z umów w wyniku wzrostu krzywej wolnej od ryzyka i tym samym 
wzrostu efektu dyskonta na najlepszym oszacowaniu rezerwy składki. 
W okresie sprawozdawczym spadła miara ryzyka składki w wyniku niższych planowanych 
wolumenów składki zarobionej netto. Dodatkowo w wyniku wzrostu poziomu stóp wolnych od 
ryzyka wzrósł efekt dyskonta w najlepszym oszacowaniu rezerw techniczno-ubezpieczeniowych. 
To było głównym powodem spadku wartości ryzyka aktuarialnego w ubezpieczeniach innych niż 
ubezpieczenia na życie, oraz ryzyka aktuarialnego w ubezpieczeniach zdrowotnych. 
Nastąpił spadek ryzyka katastroficznego w ubezpieczeniach innych, niż na życie w wyniku 
zastosowania wspólnej ochrony reasekuracyjnej w scenariuszach katastroficznych z jednym 
(wspólnym) zachowkiem. Jednocześnie zwiększyła się pojemność dedykowanej ochrony przed 
katastrofami naturalnymi (w związku z uwzględnieniem portfela spółki Aviva TUO S.A.  Poprzednio 
stosowana była osobna umowa nieproporcjonalna, chroniąca przed katastrofami naturalnymi dla 
części portfela dotyczącego Aviva TUO S.A. 
Ponadto w 2022 roku dla portfela pochodzącego z Aviva TUO S.A. były stosowane następujące 
umowy reasekuracji biernej: 
1) Nieproporcjonalna umowa dla portfela OC p.p.m. i dla portfela OC ogólnego. 
2) Nieproporcjonalna umowa dla portfela ubezpieczeń od ognia oraz ubezpieczeń 
transportowych (oraz na zdarzenia katastrof naturalnych). 
Umowy te nie zostały odnowione w 2023 roku, a portfel polis pochodzący od Aviva TUO S.A. został 
pokryty przez odpowiednie umowy reasekuracji biernej wykupione dla Spółki. 
W okresie sprawozdawczym nie było innych istotnych zmian w ekspozycji na ryzyko aktuarialne 
dla Spółki.",C.1.4 Istotne zmiany w okresie sprawozdawczym  ,75,18,2,2023,1,259400IBCICD0KY7ZW46
Ryzyko rynkowe,C.2 Ryzyko rynkowe,19,17,2,2023,1,259400IBCICD0KY7ZW46
"Strategiczna Alokacja Aktywów (SAA) definiuje długoterminową strategię inwestycyjną dla całego 
portfela inwestycyjnego. SAA opiera się na szczegółowej analizie pasywów, z uwzględnieniem tzw. 
ram finansowych Spółki. Przygotowując SAA, brane jest pod uwagę zapewnienie docelowego 
poziomu bezpieczeństwa Spółki przy osiąganiu przez nią z jej portfela lokat zrównoważonego 
dochodu oraz zapewnianiu przez ten portfel określonej płynności. 
Ocena ex-ante zapewnia stałe przestrzeganie powyżej opisanej reguły zachowania poziomu 
bezpieczeństwa, a  monitorowanie ex-post umożliwia działania korygujące w przypadku odchyleń. 
Wszystkie limity podlegają corocznemu przeglądowi.  
Dalsze informacje na temat składu portfela inwestycyjnego można znaleźć w rozdziale A.",C.2.2 Zakres Portfelowy Zasady Ostrożnego Inwestora  ,76,19,2,2023,1,259400IBCICD0KY7ZW46
"TUiR Allianz Polska S. A. 
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2022 r. 
 
68 
 
Aby zapewnić, że pojedyncze decyzje inwestycyjne są zgodne z zasadą ostrożności, TUiR Allianz 
Polska S.A.: 
• 
określiło katalog rutynowych inwestycji (tzw. lokaty dopuszczalne) 
• 
ustanowiło proces dla inwestycji nierutynowych (tzw. nowe instrumenty finansowe) 
Lista inwestycji podejmowanych rutynowo zawiera tylko inwestycje, które już istnieją w portfelu 
inwestycyjnym Spółki (i dla których w przeszłości została przeprowadzona analiza ich wpływu na 
cały portfel inwestycyjny), są odpowiednio reprezentowane w wewnętrznych procesach i 
systemach informatycznych, oraz dla których posiadane jest odpowiednie doświadczenie w 
zakresie 
inwestycji. 
Standardowe 
inwestycje 
stanowią 
podstawę 
każdego 
portfela 
ubezpieczeniowego.  
Przed wykonaniem jakiejkolwiek inwestycji o charakterze nierutynowym uruchamiany jest proces 
inwestycji w nowe instrumenty finansowe, którego celem w szczególności jest ocena zdolności do 
zarządzania ustalonymi rodzajami ryzyka inwestycyjnego, , ocena wpływu na bezpieczeństwo, 
rentowność i płynność portfela oraz ocena spójności z interesem beneficjentów i ubezpieczających.",C.2.3 Zakres Pojedynczej Inwestycji Zasady Ostrożnego Inwestora  ,77,19,2,2023,1,259400IBCICD0KY7ZW46
"Ryzyko cen akcji wynika ze zmiany wartości rynkowej portfela aktywów i zobowiązań na skutek 
zmian kursów akcji i indeksów. Strategiczna Alokacja Aktywów oraz limity inwestycyjne służą do 
zarządzania oraz monitorowania wysokości ekspozycji wobec tego typu ryzyka. Dodatkowo 
inwestycje w akcje są kontrolowane w ramach systemu zarządzania ryzykiem kredytowym CRisP, 
aby skutecznie unikać nadmiernej koncentracji. Ponadto Spółka posiada odpowiedni limit 
wrażliwości na ryzyko ceny akcji. Limit ten jest wyznaczony jako 125% wymogu kapitałowego 
wyznaczonego przy użyciu Formuły Standardowej na ryzyko cen akcji (bez spółek zależnych) 
planowanego na dany rok podczas dialogu planistycznego. Limit jest monitorowany w okresach 
raportowych oraz w przypadku istotnej zmiany w profilu ryzyka. 
Koncentracja ryzyka 
Spółka obserwuje koncentrację ekspozycji na akcje w ramach udziałów w TU Allianz Życie Polska 
S.A., TFI Allianz Polska S.A., PTE Allianz Polska S.A. oraz udziałów w Allianz Polska Services Sp. 
z o.o. Udziały te traktowane są jako strategiczne akcje typu 2 w formule standardowej kapitałowego 
wymogu wypłacalności. Dodatkowo udziały w jednostkach funduszy inwestycyjnych (w zakresie w 
jakim nie jest stosowana ocena ryzyka ze względu na pierwotne ryzyko – ang. Look Through 
Approach) traktowane są jako niestrategiczne akcje typu 2 w formule standardowej kapitałowego 
wymogu wypłacalności. 
Analiza wrażliwości i testy warunków skrajnych 
Analiza wrażliwości (oparta o scenariusz testów warunków skrajnych) dla ryzyka cen akcji 
wykazała, iż szok na tym ryzyku w wysokości 30% spadku cen akcji spowodowałby stratę środków 
własnych w wysokości 96,7 mln zł oraz spadek Kapitałowego wymogu wypłacalności o 6,9 mln zł 
i w rezultacie spadek współczynnika wypłacalności o 12 punktów procentowych.   
Specjalne zasady w zakresie korzystania z instrumentów pochodnych 
 
Instrumenty pochodne w portfelach ubezpieczeniowych są dozwolone tylko w takim stopniu, w 
jakim przyczyniają się do zmniejszenia ryzyka lub ułatwiają skuteczne zarządzanie portfelem.",C.2.4 Ryzyko cen akcji  ,78,19,2,2023,1,259400IBCICD0KY7ZW46
